1787819	2655454924	subject	subject	ii21
1787819	2655454925	to	to	ii22
1787819	2655454926	the	the	at
1787819	2655454927	existence	existence	nn1
1787819	2655454928	of	of	io
1787819	2655454929	a	a	at1
1787819	2655454930	suitable	suitable	jj
1787819	2655454931	reception	reception	nn1
1787819	2655454932	device	device	nn1
1787819	2655454933	in	in	ii
1787819	2655454934	a	a	at1
1787819	2655454935	household	household	nn1
1787819	2655454936	,		,
1787819	2655454937	will	will	vm
1787819	2655454938	thereby	thereby	rr
1787819	2655454939	be	be	vbi
1787819	2655454940	turned	turn	vvn
1787819	2655454941	into	into	ii
1787819	2655454942	a	a	at1
1787819	2655454943	fee	fee	nn1
1787819	2655454944	which	which	ddq
1787819	2655454945	has	have	vhz
1787819	2655454946	to	to	to
1787819	2655454947	be	be	vbi
1787819	2655454948	paid	pay	vvn
1787819	2655454949	independent	independent	jj_nn1@
1787819	2655454950	of	of	io
1787819	2655454951	the	the	at
1787819	2655454952	existence	existence	nn1
1787819	2655454953	,		,
1787819	2655454954	type	type	nn1
1787819	2655454955	and	and	cc
1787819	2655454956	number	number	nn1
1787819	2655454957	of	of	io
1787819	2655454958	reception	reception	nn1
1787819	2655454959	devices	device	nn2
1787819	2655454960	.		.
1787819	2655454961	The	the	at
1787819	2655454962	new	new	jj
1787819	2655454963	scheme	scheme	nn1
1787819	2655454964	will	will	vm
1787819	2655454965	come	come	vvi
1787819	2655454966	into	into	ii
1787819	2655454967	force	force	nn1
1787819	2655454968	on	on	ii
1787819	2655454969	January	january	npm1
1787819	2655454970	1	1	mc1
1787819	2655454971	2013	2013	mc
1787819	2655454972	,		,
1787819	2655454973	until	until	ii
1787819	2655454974	then	then	rt
1787819	2655454975	the	the	at
1787819	2655454976	current	current	jj
1787819	2655454977	system	system	nn1
1787819	2655454978	will	will	vm
1787819	2655454979	remain	remain	vvi
1787819	2655454980	intact	intact	jj
1787819	2655454981	.		.
1787819	2655454982	<p>		null
1787819	2655454983	Through	through	ii
1787819	2655454984	the	the	at
1787819	2655454985	change	change	nn1
1787819	2655454986	,		,
1787819	2655454987	ARD	ard	np1_nn1
1787819	2655454988	,		,
1787819	2655454989	ZDF	zdf	np1
1787819	2655454990	and	and	cc
1787819	2655454991	national	national	jj
1787819	2655454992	public	public	jj_nn1
1787819	2655454993	radio	radio	nn1
1787819	2655454994	broadcaster	broadcaster	nn1
1787819	2655454995	Deutschlandradio		np1_nn1@
1787819	2655454996	will	will	vm
1787819	2655454997	be	be	vbi
1787819	2655454998	put	put	vvn
1787819	2655454999	in	in	ii31
1787819	2655455000	line	line	ii32
1787819	2655455001	with	with	ii33
1787819	2655455002	cultural	cultural	jj
1787819	2655455003	and	and	cc
1787819	2655455004	educational	educational	jj
1787819	2655455005	institutions	institution	nn2
1787819	2655455006	such	such	ii21
1787819	2655455007	as	as	ii22
1787819	2655455008	schools	school	nn2
1787819	2655455009	,		,
1787819	2655455010	universities	university	nn2
1787819	2655455011	and	and	cc
1787819	2655455012	theatres	theater	nn2
1787819	2655455013	for	for	if
1787819	2655455014	which	which	ddq
1787819	2655455015	@		ii
1787819	2655455016	@		ii
1787819	2655455017	@		ii
1787819	2655455018	@		ii
1787819	2655455019	@		ii
1787819	2655455020	@		ii
1787819	2655455021	@		ii
1787819	2655455022	@		ii
1787819	2655455023	@		ii
1787819	2655455024	@		ii
1787819	2655455025	use	use	vv0
1787819	2655455026	them	them	ppho2
1787819	2655455027	or	or	cc
1787819	2655455028	not	not	xx
1787819	2655455029	.		.
1787819	2655455030	<p>		null
1787819	2655455031	In	in	ii
1787819	2655455032	May	may	npm1
1787819	2655455033	,		,
1787819	2655455034	Paul	paul	np1
1787819	2655455035	Kirchhof	kirchhof	np1
1787819	2655455036	,		,
1787819	2655455037	a	a	at1
1787819	2655455038	former	former	da
1787819	2655455039	judge	judge	nn1
1787819	2655455040	at	at	ii
1787819	2655455041	the	the	at
1787819	2655455042	German	german	jj_nn1
1787819	2655455043	Constitutional	constitutional	jj
1787819	2655455044	Court	court	nn1
1787819	2655455045	,		,
1787819	2655455046	presented	present	vvd_vvn
1787819	2655455047	the	the	at
1787819	2655455048	results	result	nn2
1787819	2655455049	of	of	io
1787819	2655455050	a	a	at1
1787819	2655455051	study	study	nn1
1787819	2655455052	commissioned	commission	vvn
1787819	2655455053	by	by	ii
1787819	2655455054	public	public	jj_nn1
1787819	2655455055	broadcasters	broadcaster	nn2
1787819	2655455056	ARD	ard	nn1_np1
1787819	2655455057	and	and	cc
1787819	2655455058	ZDF	zdf	np1
1787819	2655455059	in	in	ii
1787819	2655455060	which	which	ddq
1787819	2655455061	he	he	pphs1
1787819	2655455062	recommended	recommend	vvd
1787819	2655455063	this	this	dd1
1787819	2655455064	scheme	scheme	nn1
1787819	2655455065	as	as	ii_csa
1787819	2655455066	a	a	at1
1787819	2655455067	practicable	practicable	jj
1787819	2655455068	model	model	nn1
1787819	2655455069	which	which	ddq
1787819	2655455070	would	would	vm
1787819	2655455071	be	be	vbi
1787819	2655455072	in	in	ii31
1787819	2655455073	accordance	accordance	ii32
1787819	2655455074	with	with	ii33
1787819	2655455075	the	the	at
1787819	2655455076	German	german	jj_nn1
1787819	2655455077	constitution	constitution	nn1
1787819	2655455078	.		.
1787819	2655455079	The	the	at
1787819	2655455080	exact	exact	jj
1787819	2655455081	figure	figure	nn1
1787819	2655455082	of	of	io
1787819	2655455083	the	the	at
1787819	2655455084	new	new	jj
1787819	2655455085	fee	fee	nn1
1787819	2655455086	still	still	rr
1787819	2655455087	has	have	vhz
1787819	2655455088	to	to	to
1787819	2655455089	be	be	vbi
1787819	2655455090	determined	determine	vvn
1787819	2655455091	,		,
1787819	2655455092	but	but	ccb
1787819	2655455093	it	it	pph1
1787819	2655455094	is	be	vbz
1787819	2655455095	already	already	rr
1787819	2655455096	clear	clear	vv0@_jj
1787819	2655455097	that	that	cst
1787819	2655455098	it	it	pph1
1787819	2655455099	wo	will	vm
1787819	2655455100	n't	n't	xx
1787819	2655455101	exceed	exceed	vvi
1787819	2655455102	the	the	at
1787819	2655455103	current	current	jj
1787819	2655455104	level	level	nn1
1787819	2655455105	of	of	io
1787819	2655455106	?		?
1787819	2655455107	17.98	17.98	mc
1787819	2655455108	per	per	ii
1787819	2655455109	month	month	nnt1
1787819	2655455110	.		.
1787819	2655455111	<p>		null
1787819	2655455112	With	with	iw
1787819	2655455113	the	the	at
1787819	2655455114	change	change	nn1
1787819	2655455115	,		,
1787819	2655455116	the	the	at
1787819	2655455117	prime	prime	jj
1787819	2655455118	ministers	minister	nn2
1787819	2655455119	react	react	vv0
1787819	2655455120	to	to	ii
1787819	2655455121	the	the	at
1787819	2655455122	technical	technical	jj
1787819	2655455123	convergence	convergence	nn1
1787819	2655455124	of	of	io
1787819	2655455125	reception	reception	nn1
1787819	2655455126	devices	device	nn2
1787819	2655455127	.		.
1787819	2655455128	Access	access	nn1_vv0@
1787819	2655455129	to	to	ii
1787819	2655455130	the	the	at
1787819	2655455131	public	public	jj_nn1
1787819	2655455132	channels	channel	nn2
1787819	2655455133	is	be	vbz
1787819	2655455134	no	no	rr21
1787819	2655455135	longer	long	rr22
1787819	2655455136	restricted	restrict	vvn
1787819	2655455137	to	to	ii
1787819	2655455138	classic	classic	jj_nn1
1787819	2655455139	TV	tv	nn1
1787819	2655455140	sets	set	nn2_vvz
1787819	2655455141	and	and	cc
1787819	2655455142	radio	radio	nn1
1787819	2655455143	receivers	receiver	nn2
1787819	2655455144	,		,
1787819	2655455145	instead	instead	rr
1787819	2655455146	programmes	program	nn2
1787819	2655455147	are	be	vbr
1787819	2655455148	also	also	rr
1787819	2655455149	available	available	jj
1787819	2655455150	through	through	ii
1787819	2655455151	the	the	at
1787819	2655455152	internet	internet	nn1
1787819	2655455153	on	on	ii
1787819	2655455154	computers	computer	nn2
1787819	2655455155	,		,
1787819	2655455156	mobile	mobile	jj_nn1
1787819	2655455157	phones	phone	nn2
1787819	2655455158	and	and	cc
1787819	2655455159	other	other	jj
1787819	2655455160	modern	modern	jj
1787819	2655455161	devices	device	nn2
1787819	2655455162	.		.
1787819	2655455163	The	the	at
1787819	2655455164	prime	prime	jj
1787819	2655455165	ministers	minister	nn2
1787819	2655455166	also	also	rr
1787819	2655455167	want	want	vv0
1787819	2655455168	to	to	to
1787819	2655455169	make	make	vvi
1787819	2655455170	licence	licence	nn1
1787819	2655455171	fee	fee	nn1
1787819	2655455172	collection	collection	nn1
1787819	2655455173	less	less	rgr_rrr
1787819	2655455174	complicated	complicated	jj
1787819	2655455175	and	and	cc
1787819	2655455176	close	close	jj_vv0
1787819	2655455177	loopholes	loophole	nn2
1787819	2655455178	.		.
1787819	2655455179	<p>		null
1787819	2655455180	As	as	ii_csa
1787819	2655455181	every	every	at1
1787819	2655455182	household	household	nn1
1787819	2655455183	will	will	vm
1787819	2655455184	have	have	vhi
1787819	2655455185	to	to	to
1787819	2655455186	pay	pay	vvi
1787819	2655455187	the	the	at
1787819	2655455188	fee	fee	nn1
1787819	2655455189	,		,
1787819	2655455190	the	the	at
1787819	2655455191	new	new	jj
1787819	2655455192	system	system	nn1
1787819	2655455193	also	also	rr
1787819	2655455194	puts	put	vvz
1787819	2655455195	an	a	at1
1787819	2655455196	end	end	nn1
1787819	2655455197	to	to	ii
1787819	2655455198	the	the	at
1787819	2655455199	much	much	rr
1787819	2655455200	criticised	criticize	vvn_vvd
1787819	2655455201	detective-style		jj_nn1
1787819	2655455202	investigations	investigation	nn2
1787819	2655455203	by	by	ii
1787819	2655455204	licence	licence	nn1
1787819	2655455205	fee	fee	nn1
1787819	2655455206	collection	collection	nn1
1787819	2655455207	organisation	organization	nn1
1787819	2655455208	GEZ		nn1_vv0
1787819	2655455209	to	to	to
1787819	2655455210	uncover	uncover	vvi
1787819	2655455211	non-payers.		nnu_jj
1787820	2655096357	@@1787820		fo
1787820	2655096358	<p>		null
1787820	2655096359	By	by	ii
1787820	2655096360	continuing	continue	vvg_jj
1787820	2655096361	to	to	to
1787820	2655096362	use	use	vvi
1787820	2655096363	this	this	dd1
1787820	2655096364	site	site	nn1
1787820	2655096365	you	you	ppy
1787820	2655096366	consent	consent	vv0@
1787820	2655096367	to	to	ii
1787820	2655096368	the	the	at
1787820	2655096369	use	use	nn1
1787820	2655096370	of	of	io
1787820	2655096371	cookies	cookie	nn2
1787820	2655096372	on	on	ii
1787820	2655096373	your	your	appge
1787820	2655096374	device	device	nn1
1787820	2655096375	as	as	csa
1787820	2655096376	described	describe	vvn
1787820	2655096377	in	in	ii
1787820	2655096378	our	our	appge
1787820	2655096379	cookie	cookie	nn1
1787820	2655096380	policy	policy	nn1
1787820	2655096381	unless	unless	cs
1787820	2655096382	you	you	ppy
1787820	2655096383	have	have	vh0
1787820	2655096384	disabled	disable	vvn
1787820	2655096385	them	them	ppho2
1787820	2655096386	.		.
1787820	2655096387	You	you	ppy
1787820	2655096388	can	can	vm
1787820	2655096389	change	change	vvi
1787820	2655096390	your	your	appge
1787820	2655096391	cookie	cookie	nn1
1787820	2655096392	settings	setting	nn2
1787820	2655096393	at	at	ii
1787820	2655096394	any	any	dd
1787820	2655096395	time	time	nnt1
1787820	2655096396	but	but	ccb
1787820	2655096397	parts	part	nn2
1787820	2655096398	of	of	io
1787820	2655096399	our	our	appge
1787820	2655096400	site	site	nn1
1787820	2655096401	will	will	vm
1787820	2655096402	not	not	xx
1787820	2655096403	function	function	vvi
1787820	2655096404	correctly	correctly	rr
1787820	2655096405	without	without	iw
1787820	2655096406	them	them	ppho2
1787820	2655096407	.		.
1787820	2655096408	Close	close	vv0_jj
1787820	2655096409	<p>		null
1787820	2655096410	Astro	astro	nn1_np1@
1787820	2655096411	All	all	db_rr@
1787820	2655096412	Asia	asia	np1
1787820	2655096413	Networks	network	nn2
1787820	2655096414	has	have	vhz
1787820	2655096415	been	be	vbn
1787820	2655096416	delisted	delist	vvn@
1787820	2655096417	from	from	ii
1787820	2655096418	the	the	at
1787820	2655096419	Bursa	bursa	np1
1787820	2655096420	Malaysia	malaysia	np1
1787820	2655096421	stock	stock	nn1
1787820	2655096422	exchange	exchange	nn1
1787820	2655096423	,		,
1787820	2655096424	effective	effective	jj
1787820	2655096425	from	from	ii
1787820	2655096426	9am	9am	ra
1787820	2655096427	today	today	rt
1787820	2655096428	,		,
1787820	2655096429	Monday	monday	npd1
1787820	2655096430	June	june	npm1
1787820	2655096431	14	14	mc
1787820	2655096432	.		.
1787820	2655096433	<p>		null
1787820	2655096434	Malaysia	malaysia	np1
1787820	2655096435	's	's	ge_vbz
1787820	2655096436	leading	leading	jj
1787820	2655096437	pay-TV	pay-tv	jj_nn1
1787820	2655096438	operator	operator	nn1
1787820	2655096439	,		,
1787820	2655096440	Astro	astro	np1_nn1
1787820	2655096441	All	all	db_rr@
1787820	2655096442	Asia	asia	np1
1787820	2655096443	Networks	network	nn2
1787820	2655096444	is	be	vbz
1787820	2655096445	being	be	vbg
1787820	2655096446	taken	take	vvn
1787820	2655096447	private	private	jj_nn1@
1787820	2655096448	by	by	ii
1787820	2655096449	a	a	at1
1787820	2655096450	group	group	nn1
1787820	2655096451	led	lead	vvn
1787820	2655096452	by	by	ii
1787820	2655096453	major	major	jj
1787820	2655096454	investor	investor	nn1
1787820	2655096455	T.	t	np1
1787820	2655096456	Ananda	ananda	np1
1787820	2655096457	Krishnan	krishnan	np1
1787820	2655096458	.		.
1787820	2655096459	Krishnan	krishnan	np1
1787820	2655096460	controls	control	vvz
1787820	2655096461	Astro	astro	nn1_np1
1787820	2655096462	Holdings	holding	nn2
1787820	2655096463	which	which	ddq
1787820	2655096464	bid	bid	vv0
1787820	2655096465	for	for	if
1787820	2655096466	control	control	nn1
1787820	2655096467	of	of	io
1787820	2655096468	the	the	at
1787820	2655096469	company	company	nn1
1787820	2655096470	in	in	ii
1787820	2655096471	March	march	npm1
1787820	2655096472	.		.
1787820	2655096473	<p>		null
1787820	2655096474	Plans	plan	nn2
1787820	2655096475	are	be	vbr
1787820	2655096476	to	to	to
1787820	2655096477	increase	increase	vvi
1787820	2655096478	Astro	astro	np1_nn1
1787820	2655096479	's	's	ge
1787820	2655096480	international	international	jj
1787820	2655096481	investments	investment	nn2
1787820	2655096482	,		,
1787820	2655096483	which	which	ddq
1787820	2655096484	currently	currently	rr
1787820	2655096485	include	include	vv0
1787820	2655096486	small	small	jj
1787820	2655096487	stakes	stake	nn2
1787820	2655096488	in	in	ii
1787820	2655096489	India	india	np1
1787820	2655096490	's	's	ge
1787820	2655096491	Sun	sun	nn1
1787820	2655096492	Direct	direct	jj_vv0@_rr@
1787820	2655096493	DTH	dth	np1
1787820	2655096494	operator	operator	nn1
1787820	2655096495	and	and	cc
1787820	2655096496	new	new	jj
1787820	2655096497	Australian	australian	jj
1787820	2655096498	IPTV	iptv	nn1
1787820	2655096499	operator	operator	nn1
1787820	2655096500	Fetch	fetch	vv0
1787820	2655096501	TV	tv	nn1
1787820	2655096502	.		.
1787820	2655096503	<p>		null
1787820	2655096504	Bloomberg	bloomberg	np1
1787820	2655096505	reports	report	vvz
1787820	2655096506	that	that	cst_dd1
1787820	2655096507	Astro	astro	np1_nn1
1787820	2655096508	Holdings	holding	nn2
1787820	2655096509	received	receive	vvd_vvn
1787820	2655096510	a	a	at1
1787820	2655096511	MYR2.7		fo
1787820	2655096512	billion	billion	nno
1787820	2655096513	(		(
1787820	2655096514	US$822		fo
1787820	2655096515	million	million	nno
1787820	2655096516	)		)
1787820	2655096517	loan	loan	nn1
1787820	2655096518	from	from	ii
1787820	2655096519	five	five	mc
1787820	2655096520	lenders	lender	nn2
1787820	2655096521	to	to	to
1787820	2655096522	finance	finance	vvi
1787820	2655096523	the	the	at
1787820	2655096524	deal	deal	nn1
1787820	2655096525	.		.
